Person,Partei,"Region (BVV, WK2, WK4, WK5)",Fragenummer,"Zustimmungsaussage (ja = zustimmung, nein = nicht Zustimmung, 0 = neutral)",Begründung
Clara Herrmann,Die Grünen / Bündnis 97,WK4,18,neutral,"Das übermäßige Abstellen von Anhängern mit Werbung beeinträchtigt die eigentliche Nutzung von Parkraum und sollte nicht unbegrenzt möglich sein. Bei Fällen, die eine Sondernutzungserlaubnis erfordern, müssen die Behörden genau prüfen und die Interessen aller Nutzer*innen berücksichtigen."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,19,neutral,Wir brauchen schon jetzt und in den kommenden Jahren dringend neue Schulgebäude und mehr Schulplätze in Berlin. Ein ausführliches grünes Konzept zur Schulsanierung in Berlin ist hier zu finden: http://www.gruene-fraktion-berlin.de/sites/default/files/2016-01-16%20Schulsanierung_KLAUSURBESCHLUSS.pdf
Clara Herrmann,Die Grünen / Bündnis 97,WK4,20,neutral,"Modularbauten sind keine nachhaltige Lösung für eigenständige Schulstandorte. Schulen brauchen nicht nur Klassenräume, sondern auch Funktionsräume (Aula, Mensa, Turnhalle, Schulhof,…) Sie müssen Orte sein, die den Bedürfnissen der Schüler*innen und Lehrer*innen gerecht werden und an denen sich die Schüler*innen wohlfühlen."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,21,ja,"Wir müssen sicherstellen, dass in unseren Kiezen ausreichend soziale Infrastruktur vorhanden ist. Für mich stehen bezahlbare Mietwohnungen und genügend Bildungs-, Kultur-, Freizeit- und Sporteinrichtungen an wichtigster Stelle. Insbesondere landeseigene Grundstücke dürfen nicht nur für den Höchstpreis verkauft werden, sondern müssen eine für eine nachhaltige und soziale Stadtentwicklung genutzt werden."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,22,ja,"Öffentliche Plätze sollen für alle Menschen zugänglich sein. Es darf nicht sein, dass finanzielle Ressourcen die Voraussetzung für die Nutzung von öffentlichen Orten sind. Wir wollen keine Privatisierung von öffentlichen Raum."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,23,neutral,"Wir setzen uns für eine neue Liegenschaftspolitik in Berlin ein, die nachhaltig und transparent ist sowie eine sozial gerechte Stadtentwicklung fördert. Landeseigene Liegenschaften bieten die Gestaltungsmöglichkeiten für eine soziale und nachhaltige Stadtentwicklung (Schaffung von Bildungs- und Sozialeinrichtungen oder Grünflächen). Diese müssen genutzt werden."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,24,ja,Die Polizeipräsenz in der Rigaerstraße ist unverhältnismäßig. Wir verfolgen dagegen eine Strategie der Deeskalation.
Clara Herrmann,Die Grünen / Bündnis 97,WK4,25,ja,Die rechtswidrige Räumung durch Innensenator Henkel war ein politisches Versagen und muss aufgearbeitet werden. Die Nutzung muss sich an die gesetzlichen Grundlagen halten.
Clara Herrmann,Die Grünen / Bündnis 97,WK4,26,ja,"Zwangsräumungen, die gegen das Gesetz verstoßen, darf es nicht geben."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,27,ja,Basisdemokratische Bewegungen und alternative Projekte haben unseren Bezirk geprägt und gehören zu unseren Kiezen. Wir unterstützen alternative Lebensformen und wollen Freiräume für solche Projekte erhalten. Gewalt ist kein Mittel der politischen Auseinandersetzung.
Clara Herrmann,Die Grünen / Bündnis 97,WK4,28,ja,"Obdachlosigkeit ist keine hinnehmbare Alternative. Wir brauchen mehr Wohnraum, um wohnungslose Menschen unterzubringen. Auch muss es frühzeitig verhindert werden, dass es überhaupt zu Zwangsräumungen kommt."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,29,ja,siehe Antwort Frage 30
Clara Herrmann,Die Grünen / Bündnis 97,WK4,30,ja,"Bezahlbarer Wohnraum, faire Mieten, spekulativen Leerstand vermeiden und mehr Mieter*innenschutz gehören zu den wichtigsten Zielen im Bezirk. Die Umwandlung von Wohnraum in Eigentumswohnungen muss gestoppt werden. Auf Bezirksebene setzen wir uns dafür ein und nutzen die Mittel, die zur Verfügung stehen, um mehr bezahlbaren Wohnraum zu schaffen und der sozialen Verdrängung entgegenzuwirken. So haben wir in Friedrichshain rund um den Boxhagener Platz, um die Petersburger Straße und rund um die Weberwiese Milieuschutzgebiete geschaffen. Als letztes Mittel kommt auch die rechtskonforme Beschlagnahmung von Leerständen für notwendige Nutzungen in Frage. Aber auch der Senat steht in der Pflicht Instrumente des Mieter*innenschutzes zu stärken und effektiver zu nutzen."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,31,ja,siehe Antwort 32
Clara Herrmann,Die Grünen / Bündnis 97,WK4,32,ja,siehe Antwort 32
Clara Herrmann,Die Grünen / Bündnis 97,WK4,33,ja,"Über städtebauliche Verträge müssen diese Spielräume genutzt werden, um soziale Infrastruktur zu schaffen (zum Beispiel Schulen oder Kitas)."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,34,neutral,"Mietpreisbremse, Umwandlungsverordnung, Zweckentfremdungsverbotsverordnung, sozialer Wohnungsbau oder die Schaffung von Milieuschutzgebieten sind wichtige Instrumente, die genutzt werden sollten, um Verdrängung aus den Kiezen zu vermeiden und eine sozial durchmischte Bevölkerungsstruktur in den Kiezen zu erhalten. Wir wollen die Berliner Mischung bewahren."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,35,neutral,"siehe Antwort 35, 26 und 24"
Clara Herrmann,Die Grünen / Bündnis 97,WK4,36,ja,"Die vielfältigen Kultur-, Sport- und Freizeitangebote sind der Ursprung des RAW-Geländes. Wir unterstützen den langfristigen Erhalt der Angebote auf dem RAW-Gelände sowie das „Soziokulturelle L“ und setzen uns dafür ein, dass diese langfristige Mietverträge erhalten."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,37,ja,"Wir setzen auf klimafreundliche Mobilität. Die Fahrradinfrastruktur in Berlin kann nicht mit anderen Großstädten in Europa mithalten. Das muss dringend geändert werden. Immer mehr Berliner*innen steigen aufs Rad. Wir müssen dafür sorgen, dass die Radfahrer*innen sicher durch die Stadt fahren können. Der Ausbau der Radinfrastruktur ist eine zentrale Aufgabe in den nächsten Jahren."
Clara Herrmann,Die Grünen / Bündnis 97,WK4,38,ja,Wir brauchen in Berlin eine moderne Verwaltung mit klaren Zuständigkeiten.
Susanne Kitschun,SPD,WK4,1,ja,"Der Partytourismus ist in Teilen von Friedrichshain so groß, dass Gastronomie und Kneipen alt eingesessene Betriebe und Gewerbe verdrängen, da diese sich die hohen Gewerbemieten nicht mehr leisten können. Unsere BVV-Fraktion hat durchgesetzt, dass für große Teile des Bezirks Bebauungspläne aufgestellt werden, mit deren Hilfe die gewerbliche Struktur gesteuert werden soll. Diesen Weg wollen wir fortsetzen."
Susanne Kitschun,SPD,WK4,2,ja,"Ich setze mich für eine stärkere Präsenz der Polizei rund um die Warschauer Straße ein. Kriminalität muss bekämpft werden. Es kann nicht sein, dass sogar schon Kindern die Schulranzen gestohlen werden. Eine mobile Wache ist eine sinnvolle Idee."
Susanne Kitschun,SPD,WK4,3,ja,"Die verschiedenen Aspekte gehören zusammen. Integration und Sozialarbeit sind wichtig, können aber die polizeiliche Arbeit nicht ersetzen sondern nur ergänzen."
Susanne Kitschun,SPD,WK4,4,ja,Siehe Antwort zu 3
Susanne Kitschun,SPD,WK4,5,neutral,"Eine Zweckbindung der Einnahmen aus der City-Tax ist rechtlich schwierig. Neben der Förderung von Kultur (insbesondere der freien Szene) wollen wir als SPD Friedrichshain Kreuzberg aber auch, dass - soweit möglich - Teile der Einnahmen für Sauberkeit und Ordnung in den vom Tourismus besonders belasteten Gebieten benutzt werden."
Susanne Kitschun,SPD,WK4,6,ja,Mit dem Projekt fair kiez hat die SPD sich im Bezirksamt dafür bereits etwas getan. Weitere Maßnahmen müssen und werden folgen.
Susanne Kitschun,SPD,WK4,7,neutral,"Ich finde diese Busse, die sehr oft durch die Seitenstraßen unseres Kiezes fahren auch störend und bin dafür das, soweit möglich auszuschließen. Rechtlich ist das aber nicht ganz einfach."
Susanne Kitschun,SPD,WK4,8,ja,Auf Initiative der SPD haben wir im Abgeordnetenhaus das Zweckentfremdungsverbotsgesetz beschlossen. Erste Ferienwohnungen stehen dem Wohnungsmarkt bereits wieder zur Verfügung.
Susanne Kitschun,SPD,WK4,9,ja,"Dem stimmen wir zu, die Zulassung für Sondernutzungen des öffentlichen Straßenlandes müssen restriktiver werden."
Susanne Kitschun,SPD,WK4,10,ja,"Das Bezirksamt muss endlich ein belastbares Personalkonzept vorlegen. Auf Landesebene haben wir ermöglicht, dass endlich wieder Personal eingestellt werden kann. Dazu gehört auch, dass das Ordnungsamt mehr Personal bekommt."
Susanne Kitschun,SPD,WK4,11,ja,"Insbesondere die Parks und Grünanlagen müssen sauberer werden. Die Reinigung vieler öffentlicher Grünanlagen wurde bereits an die BSR übertragen, um das Grünflächenamt zu entlasten. Das sollte ausgeweitet werden, auch auf den westlichen Teil Friedrichshains (z.B. Spreeufer, Volkspark)"
Susanne Kitschun,SPD,WK4,12,nein,Es ist nicht Aufgabe der Clubkommission als Konfliktbefrieder zu agieren.
Susanne Kitschun,SPD,WK4,13,ja,"Gemeinsam mit unserem Wirtschaftsstadtrat setzen wir uns für ein Gewerbeflächenentwicklungsprojekt ein, dass demnächst startet. Ziel ist es auch hier Monostrukturen zu verhindern."
Susanne Kitschun,SPD,WK4,14,neutral,"Zur Arbeit des Ordnungsamtes können BürgerInnen Akteneinsicht nehmen oder EinwohnerInnenanfragen stellen. Auch die BVV kontrolliert, alles wie in anderen Bereichen auch. Insgesamt finde ich eine transparente Verwaltung, sehr wichtig."
Susanne Kitschun,SPD,WK4,15,ja,Das ist wichtig und richtig. Gemeinnützige Veranstaltungen sollten wo möglich unterstützt werden.
Susanne Kitschun,SPD,WK4,16,neutral,"Wir erwarten, dass Antragstellern gem. § 25 Abs. 1 VwVfG unterstützt werden. Seit langem setze ich mich für die Schaffung eines Stadtteilzentrums im westlichen Friedrichshain ein. Damit Initiativen Raum haben sich zu treffen und mehr Beratungsangebote vor Ort geschaffen werden können."
Susanne Kitschun,SPD,WK4,17,ja,Gemeinsam mit der SPD-Friedrichshain-Kreuzberg habe ich mich lange gegen den weiteren Ausbau der A 100 stark gemacht. Leider gibt es dafür keine Mehrheit in der Berliner SPD und der aktuellen Koalition.
Susanne Kitschun,SPD,WK4,18,ja,"Das ist eine Sondernutzung, die einer Genehmigung bedarf. Die meisten werden keine haben und daher rechtswidrig im Straßenland werben."
Susanne Kitschun,SPD,WK4,19,neutral,"Ja. Der Bezirk tut dies auch bereits seit Jahren und wird diese Anstrengungen weiterhin verstärken, z. B. durch den Neubau einer Grundschule in der Friedenstraße.(siehe auch 23)"
Susanne Kitschun,SPD,WK4,20,neutral,"Mit Modularbauten können kurzfristig Räume geschaffen werden. Aufgrund des dringenden Platzbedarfes müssen wir darauf zurückgreifen, weil die Planungs- und Bauzeiten sonst zu lange dauern. Gleichzeitig setzte ich mich dafür ein, dass ausreichend Flächen für Schulhöfe und Sportplätze zur Verfügung stehen. Z.B. im Rahmen des integrierten Stadtentwicklungskonzept für Friedrichshain-West."
Susanne Kitschun,SPD,WK4,21,neutral,"Ja, allerdings geht das leider nicht überall. Wir sichern öffentliche Flächen für die bezirkliche Infrastruktur. Wo private Investoren bauen, haben wir durchgesetzt, dass sie sich bei größeren Vorhaben an den Kosten z. B. für neue Kitas und Schulen beteiligen."
Susanne Kitschun,SPD,WK4,22,neutral,Die öffentlichen Plätze im Bezirk sind vor allem für die AnwohnerInnen und dann für die BesucherInnen.
Susanne Kitschun,SPD,WK4,23,neutral,"Wir haben in dieser Legislaturperiode eine Kehrtwende in der Liegenschaftspolitik erreicht. Öffentliche Flächen und Liegenschaften werden gesichert für Schulen, Kitas, Spielplätze, Grünflächen, etc."
Susanne Kitschun,SPD,WK4,24,ja,Eine Deeskalationsstrategie muss in der Tat her. Kriminalitätsbelastete Orte definiert die Polizei; die Einstufung einer Wohnstraße als Gefahrengebiet finde ich allerdings sehr problematisch.
Susanne Kitschun,SPD,WK4,25,nein,"Die Polizei hat das Gebäude nicht besetzt, sondern offenbar rechtswidrig geräumt. Über die Rechtmäßigkeit einer Räumung haben in Deutschland noch immer die Zivilgerichte zu entscheiden und das ist auch gut so."
Susanne Kitschun,SPD,WK4,26,ja,
Susanne Kitschun,SPD,WK4,27,ja,"Niemand sollte schikaniert werden, egal wie er sich empfindet oder organisiert. Ein friedliches Zusammenleben ist nur mit gegenseitigem Respekt und Austausch möglich. Wir haben uns z.B. für einen AnwohnerInnendialog eingesetzt (Rigaer Straße)."
Susanne Kitschun,SPD,WK4,28,neutral,"Angesichts steigender Obdachlosenzahlen baut das Land Berlin die Angebote der Wohnungslosenhilfe aus. Wichtig sind Unterbringungsangebote, die eine hochwertige sozialpädagogische Beratung und Betreuung beinhalten, sowie die Vermittlung in preisgünstigen Wohnraum. Bei den städtischen Wohnungsbaugesellschaften haben wir den Anteil der Wohnungen, die für besondere Bedarfsgruppen (z.B. Obdachose, betreutes Wohnen, Geflüchtete) zur Verfügung stehen, auf 20 Prozent verdoppelt. Es gibt aber auch Obdachlose, die sich bewusst für ein Leben auf der Straße entscheiden. Auch dies muss respektiert werden."
Susanne Kitschun,SPD,WK4,29,neutral,Sie Frage 30
Susanne Kitschun,SPD,WK4,30,neutral,"Die Berliner SPD setzt sich seit Jahren für einen verstärkten öffentlichen Wohnungsbau ein und wird dies weiterhin tun. Allein durch gesetzliche Regulierungen im Wohnungsbestand lässt sich das Mietenproblem nicht lösen, aber auch nicht allein durch Neubau. Den Bau von Eigentumswohnungen kann man nicht einfach verbieten. Aber wir verpflichten Investoren, bei größeren Bauvorhaben 25% der errichteten Flächen zu bezahlbaren Preisen zu vermieten."
Susanne Kitschun,SPD,WK4,31,neutral,"Die SPD hat die Mietpreisbremse bundesgesetzlich verankert. Die Berliner SPD hat die Forderungen des Mieten-Volksbegehrens unterstützt und mit der Initiative eine Vereinbarung erzielt, die Gesetzescharakter hat. Mit Umwandlungsverordnung ist die Umwandlung von Miet- in Eigentumswohnungen in Milieuschutzgebieten deutlich erschwert worden. Solange aber die Nachfrage nach Wohnraum das Angebot so deutlich übersteigt, ist es kaum möglich, steigende Mieten zu verhindern. Daher müssen die gesetzlichen Maßnahmen zur Regulierung von Mieten durch die Ausweitung des Wohnungsbaus für Normal- und GeringverdienerInnen ergänzt werden."
Susanne Kitschun,SPD,WK4,32,neutral,"Die Berliner SPD hat das Zweckentfremdungsverbotsgesetz durchgesetzt. Leerstand und Zweckentfremdung von Wohnraum bedarf einer Genehmigung. Wer als Eigentümer Leerstand und Zweckentfremdung ohne Genehmigung vornimmt, wird mit hohen Geldstrafen zur Verantwortung gezogen. Für eine Beschlagnahme von leerstehendem Wohnraum gibt es enge gesetzliche Grenzen. Wo diese es zulassen, kann diese Forderung erfüllt werden."
Susanne Kitschun,SPD,WK4,33,neutral,"Dafür gibt es keine gesetzliche Grundlage. Für größere Vorhaben und dort, wo Bebauungspläne als Grundlage für neue Vorhaben erarbeitet werden, passiert dies bereits z.B. werden dort im Umfeld Kindergärten und Schulen saniert oder neu eröffnet."
Susanne Kitschun,SPD,WK4,34,ja,Der Senat setzt dies bereits um: z.B. werden von den landeseigenen Wohnbaugesellschaften neue Wohnungen mit bezahlbaren Mieten gebaut. Der Bezirk muss z.B. den Milieuschutz ausweiten (z.B. dringend auch im Gebiet zwischen Ostbahnhof und Strausberger Platz) und Vorkaufsrechte nutzen. Die SPD hat z.B. mit dem Zweckentfremdungsverbot von Wohnraum und der Mietpreisbremse schon einiges getan um den Anstieg der Mieten zu bremsen. Nur die SPD ist Garant für eine soziale Stadtentwicklungspolitik.
Susanne Kitschun,SPD,WK4,35,neutral,"Wir setzen uns dafür ein, dass im Rahmen der neuen Liegenschaftspolitik keine landeseigenen Liegenschaften mehr veräußert werden und z.B. Flächen für dringend benötigten Schulausbau und Sportplätze verwendet werden."
Susanne Kitschun,SPD,WK4,36,ja,"Gemeinsam mit der SPD in der BVV setze ich mich dafür ein, dass die Vereine und Initiativen auf dem RAW Gelände bleiben können. Wir setzten uns dafür ein, dass die Nutzer des sogenannten soziokulturellen Ls dort verbleiben können und ihnen möglichst Erbbaurechte eingeräumt werden."
Susanne Kitschun,SPD,WK4,37,ja,Die Berliner SPD setzt sich für den weiteren Ausbau von Fahrradwegen und Fahrradabstellanlagen ein. Wir haben dabei schon viele Wege neu anlegen lassen und saniert. In Zukunft sollen weitere Radwege folgen und auch das Bike-Sharing ausgebaut werden. Straßen mit Kopfsteinpflaster stehen teilweise unter Denkmalschutz. Bei stark befahrenen Straßen wird das Kopfsteinpflaster bei Modernisierungsmaßnahmen oft durch Asphalt ersetzt.
Susanne Kitschun,SPD,WK4,38,ja,"Ja, das finde ich gut und notwendig."
Götz Müller,CDU,WK5,1,ja,Lärm ist gesundheitsschädlich. Ich werde mich für verstärkte Kontrollen der Nachtruhe im Kiez durch Ordnungsamt und Polizei einsetzen und für rasche Ahndung nächtlicher Ruhestörungen.
Götz Müller,CDU,WK5,2,ja,"Erhöhte Polizeipräsenz sorgt für verminderten Drogenhandel und kann Diebstähle durch die ""Antänzer""-Masche eindämmen."
Götz Müller,CDU,WK5,3,nein,Für mich stehen Menschen aus anderen Kulturkreises nicht unter Generalverdacht. Daher erklärt sich im Zusammenhang mit Straftaten für mich nicht die Notwendigket von Integrationsmaßnahmen. Stattdessen ist eine rasche Ahndung der Straftat sinnvoll - egal ob deutscher oder ausländischer Herkunft.
